token	frequency	label	llm_reason	example_sentence_used
saab	13	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	staff room se master saab ki stick le k aana , aur fir usi stick se 5 -5 dono haatho me khaana . . ! missing those days . . !
samjh	13	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	GST is The new Duckworth Lewis method. Jo Aaj Tak Kisi ko samjh nhi aaya
thevacuumhead	13	HINGLISH	no_context_default	
vishwas	13	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Ab kya batayein, bhediyon par vishwas kiya ja raha hai, vishwasghaaat toh hoga.
wanna	13	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	341 : Best part of the placement orientation was that hot Matki Chick . Really wanna hook up with her . Suggest a way .
yadav	13	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	prabha yadav remember ? ? kese pura ghr utha lete the sir pe :-(
yahin	13	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Bakwaas polls ke saath yahin hota hai …
aankhein	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Ye sab padhne se pehle meri aankhein kyun nahi phoot gayi …
aayenge	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	friendlii_ghost okay sir. hamare bhi din aayenge
afridi	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	RT khi_wala : mendhro afridi ki pehlay hee koi izzat nahi . Qandeel is nice singer .
ajeeb	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Priya_Menon ajeeb zabardasti hai khud ki baat rakhne ki. No, thank you.
anyone	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	anyone wanna go see shedseven at boro on 14th december ? ? 17 . 50 each . let me know , i really want to go .
baate	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Oye tu kyu badi badi baate karra hi...... Pagal ho kya...
bahaar	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	SarcaismAayegi Bihar mein bahaar BadliyeSarkarBadliyeBihar
bahane	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	chalks k bahane poora school ghoom lete the :d
bahu	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	ye sonia ji ki bahu hai autumnrainwish
baloch	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Hi salman i'm sameer baloch in balochistan i'm biggggg fan of you
banda	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Aao sikhau tumhe ande ka funda, ye nahi pyaare koi maamuli banda …
bech	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	ashutosh83B pyaar bech ke faayda kamate ho.. Dilli ki janta kabhi maaf nahi karegi
bhaijan	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Salman ji apka favorite gAna konsa hai bajrangi bhaijan film ka?????
bhopal	12	HINGLISH	no_context_default	
bulaya	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Saayad mera barwadi ka khayal Mann mai aaya hai " isiliye Trump ne mujhe WashingtonDC bulaya hai !
byomkesbakshi	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	byomkesbakshi badhai laundo iamkits
chand	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	NeetuGarg6 ArjunIrplast RitaG74 YouTube crores Logon mein ye chand saans lete haanfnewale netaon ne poore pradesh ki saanse kaise rok di
chauka	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	thats mauke pe chauka ... now no more mauka mauka ads :p indvssa cwc15
chhodo	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	.Arpita_joshi13 e29ad41b95b341d sirf tumhare liye, chhodo ye sab hate. Aao pyar ki baatein karein DM par. Ok?
daant	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Shockraborty Mummy aap hamesha mujhe hi daant lagati ho :( beta tum ghar ke bade ho na
dekhe	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	YearOfRat agar dekhe jaaye toh sab yahan aise hi hai, unmein se tumhara number last hi hoga!
delhipollution	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	2017 to Delhi : Accha chalta hu Dhuaon' me yaad rakhna !! DelhiSmog delhipollution 2017
dhawan	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	IndvsSA A . B . De villiers will take revenge from dhawan . India waalo , patakhe footenge ?
dho	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	bhaiyyajispeaks haha.. Haath dho kar aana bhaiyya ji
dr	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	procrastinating .i need to get ready for the 6th district chicago police rally against violence .chi-town cheer will be performing .king dr .
dunga	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Doston , bhaiayon or bahno meri sarkar aayegi to 1year ma 3cr berojgaron KO naukri dunga ... he he # _
fb	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	mizzou commemorates its win over kentucky with a t-shirt . no , really . | dr . saturday - yahoo ! sports http/URL fb
hasi	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Aniket_bhau SanikaRanade bahot hasi aarahi hai tujhe?
hein	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	isko kehte hein sachha pyar . . . kohli ke 1 run ko dekhne ke liye , anushka india se sydney aayee thi . . . :)
iamsrk	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	iamsrk Varun_dvn kritisanon Shah ka ek comment aur media walle peeche bhaage , waise hee mere manwa mai emotions jaage ;)
jarur	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Salman bhai,kabhi aap samne miljao na,toh jarur apke gale laag jaunga,,taab mera v kick laag jayegi,,,
jarurat	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	sureshpprabhu Sr.my friend halp plz . Use doodh ki bahut jarurat hai chhota baby hai
jayenge	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	ek_samosa_dena jitne followers mile hai woh bhi chale jayenge bhai!
karlo	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	balliawalebaba hahaha.. Ab aaye ho to kuch kaam bhi karlo
kaunsi	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	yanha kaunsi train khali chalti hai .
kejri	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	choot ko kejri se compare karke choot ko gaali na de Shishir_Singh76
kharaab	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	rsairajeswari Zamana kharaab hai.. Shine lajawaab hai: … LagGayiVaat Shine
khol	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	" munh khol ke 20 rupay mang liye ..."oh i love this line .
kiske	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	mai to itne games me b bas ninja turtles , street fighter , car race and mario khel kar khush tha baki games par dhyan dene ka tym kiske pas tha :-d
koshish	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	slimswamy yehi to hum semjhane ki koshish kar rahe hain. Log to sab kuch ko issi mein tol dete hain. Context: …
kro	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	kabhi to waqt pe aya kro salu miya..........
krta	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	jo jaisa dusro k sath krta h uske sath aisa hi hota h ..he cheated dada ...
krti	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	bt ladkyian wahan humesa hi fail krti hain us school main . . .
ladkiyan	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Mall me saari ladkiyan achchi lagti hai GuyFacts
ladko	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	HiighBeta ladko se galti ho jaati hai
laggayivaat	12	HINGLISH	no_context_default	
lal	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	" Happy birthday " * lal krishna advanji sir *-
layak	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Misbah to Butler: Kuch acha sa khila do yaar, haar gaye! :( Shoaib Akhter: Tu Rehem Kha, Rehem. Usi ke layak hai AUSvPAK
lokarlounfollow	12	HINGLISH	no_context_default	
mene	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	mujhe aaj v yaad hai wo din jis din mene pora contra parr kar diya tha . . :d
mohitparmarr	12	HINGLISH	no_context_default	
msgmissionhumanity	12	HINGLISH	no_context_default	
mujh	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Tum chahte ho mujh par police case ho jaaye <\3 :'(
mustwatchmsg	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	gurmeetramrahim nain milake dil chura ke chal deye more sanam , humne kha o sun lo jra chlenge sath tore hum , blockbustermsg mustwatchmsg
narendra	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	shri narendra modi g mai iss desh ka aisa naagrik hun jisne aaapko prime minister bnane k liye apna ek vote dia . . .
ojasism	12	HINGLISH	no_context_default	
paar	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	duck hunt to kabhi paar nhi hui stage mujse , sabse ho jati thi , gussa aata tha us dogi k upar :( :(
padha	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	desh ki badkismati .. chai wala p.m...or padha likha p.m maun
pahunch	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	ek baar toh guddu ko bhi chalaney detey . . ya idhar bhi pair nahi pahunch rahe ? :p
pakad	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	I'm also against arrest of Tanmay Bhat, kaan pakad ke utthak-baithak karwa kar chhod dena chahiye.
purani	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	meri purani hai integrated_me isse door rahiyo
ranaayyub	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Didi ranaayyub Yakub bhaijan ke jane ka ghum kuchh kam hua ki nahin?
samay	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	sab fevicol ka jod laga k baith jaate hain , india k match k samay mein . . . . :d :d
sapne	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	guddu ka haseen sapne :d :v
shahrcasm	12	HINGLISH	no_context_default	
shahrukh	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	twinitisha shahrukh ki movies kabhi achi hoti hai?
slimswamy	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	slimswamy yehi to hum semjhane ki koshish kar rahe hain. Log to sab kuch ko issi mein tol dete hain. Context: …
sona	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	sona nahi hai tumko? Subah uthna hai na jaldi? Sleep
suno	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Kabhi bharat k 1 karode santramplji k anuyayeeyon k man ki bhi suno jo 681 din se nyaya mang rahe h ProteinPledge CriminalAAP Trump
tez	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	kuch garam ya thanda khane se agar daanton me tez jhanjhanahat ho , to use sensitivity kahte hain . . . .
their	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Everyone on TL is thanking their Moms.. Bhai aiyaashi karne ke paise to Papa hi dete hai na.. ThankYouPapa
them	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Koi bhi colony mein ghusna ho toh saale puchte hai kahan jaoge? Tell them a random number, B-25 ya G-305, ye jaane denge andar
timesnow	12	HINGLISH	no_context_default	
unhone	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	unhone pehle pic ni dkhi ti kya tmhari jo milne k baad hi ignore kia tmhe . . . ?
waali	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	is yellow waali 99 , 99 , 999-in-1 me udne waali mario hoti thi . :p
yo	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	yo launda to bhokali nikla . . . . .
zamana	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	_Agathist hadh hai, achhai ka zamana hi nahi hai. Khhair chhodo
zor	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	kitne zor se diltoota hai tumhara?
zzoker	12	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Atheist_Krishna ab to sunny leone ki pic dikhaani padegi zzoker Being_Humor
aadha	11	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Subah se na koi favorite mila hai, na mila hai aadha mention.
aakar	11	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	barkhasbutt ashutosh83B Delhi aakar bigad gayi hai
aamir	11	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Pyar dilon ka mela hai, aur tum usmein ke aamir khan.
aaptards	11	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	KyaUkhaadLega haha.. Tum saale aaptards se umeed bhi kya ki jaa sakti hai
abpnewstv	11	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Watching again PCkumar at abpnewstv dibang Aaj bhi superhit hai PCkumar
achi	11	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Diwali Shopping wahan se karo jahan kisi gareeb ki Diwali achi hojaye Diwali deepavali
admin	11	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	lol admin atention seeker h jante bujhte post dala ki coment mile >_<
agli	11	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	JNU mein log isliye Protest kar rahe hai kyonki unki fat rahi ki kahi isi se na uda de agli baar agar antinational activity ki to
agr	11	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	AAJ KA GYAAN 󾌴󾌴boys will be boys 󾌪 inko agr gadha ghoda bakra kuch bi boldo inko cute hi lgta h 󾌩󾌩 Acha_sorry_boys 󾌱 Av
airtel	11	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Trai ko kya problem Hai jab koi free de Raha Hai jio airtel
