token	label	method
doga	UNCERTAIN_NEEDS_LLM	unresolved
doga?	NON_LINGUISTIC	regex_prefilter
dogala-pan	NON_LINGUISTIC	regex_prefilter
doge"	NON_LINGUISTIC	regex_prefilter
doge??	NON_LINGUISTIC	regex_prefilter
doggy	ENGLISH	wordnet_exact
doglapan	UNCERTAIN_NEEDS_LLM	unresolved
doglepan	UNCERTAIN_NEEDS_LLM	unresolved
dogs	ENGLISH	wordnet_exact
dohe	UNCERTAIN_NEEDS_LLM	unresolved
dohrata	UNCERTAIN_NEEDS_LLM	unresolved
dohre	UNCERTAIN_NEEDS_LLM	unresolved
doingthats	UNCERTAIN_NEEDS_LLM	unresolved
doji	UNCERTAIN_NEEDS_LLM	unresolved
doka	UNCERTAIN_NEEDS_LLM	unresolved
dokha	UNCERTAIN_NEEDS_LLM	unresolved
dokhlam	UNCERTAIN_NEEDS_LLM	unresolved
dolat	UNCERTAIN_NEEDS_LLM	unresolved
dole	ENGLISH	wordnet_exact
doll	ENGLISH	wordnet_exact
dombivali	UNCERTAIN_NEEDS_LLM	unresolved
dominos	ENGLISH	wordnet_exact
domo	UNCERTAIN_NEEDS_LLM	unresolved
donating	ENGLISH	wordnet_exact
done..	NON_LINGUISTIC	regex_prefilter
donet	UNCERTAIN_NEEDS_LLM	unresolved
donets	UNCERTAIN_NEEDS_LLM	unresolved
dongar	UNCERTAIN_NEEDS_LLM	unresolved
dongiri	UNCERTAIN_NEEDS_LLM	unresolved
donno1	NON_LINGUISTIC	regex_prefilter
dono,	NON_LINGUISTIC	regex_prefilter
dono..	NON_LINGUISTIC	regex_prefilter
dono...	NON_LINGUISTIC	regex_prefilter
donttagmeabhakt	UNCERTAIN_NEEDS_LLM	unresolved
donu	UNCERTAIN_NEEDS_LLM	unresolved
donut	ENGLISH	wordnet_exact
donwade&amp	NON_LINGUISTIC	regex_prefilter
dooba	UNCERTAIN_NEEDS_LLM	unresolved
doobi..	NON_LINGUISTIC	regex_prefilter
doobna	UNCERTAIN_NEEDS_LLM	unresolved
doobta	UNCERTAIN_NEEDS_LLM	unresolved
doobte	UNCERTAIN_NEEDS_LLM	unresolved
doodh,	NON_LINGUISTIC	regex_prefilter
doodhwala:	NON_LINGUISTIC	regex_prefilter
doods	UNCERTAIN_NEEDS_LLM	unresolved
dooje	UNCERTAIN_NEEDS_LLM	unresolved
dook	UNCERTAIN_NEEDS_LLM	unresolved
dook's	NON_LINGUISTIC	regex_prefilter
doon	UNCERTAIN_NEEDS_LLM	unresolved
doon?	NON_LINGUISTIC	regex_prefilter
doonda?	NON_LINGUISTIC	regex_prefilter
doondne	UNCERTAIN_NEEDS_LLM	unresolved
doonga.	NON_LINGUISTIC	regex_prefilter
doonga..	NON_LINGUISTIC	regex_prefilter
dooni	UNCERTAIN_NEEDS_LLM	unresolved
doordarsan	UNCERTAIN_NEEDS_LLM	unresolved
doori	UNCERTAIN_NEEDS_LLM	unresolved
dooriyan	UNCERTAIN_NEEDS_LLM	unresolved
doormat	ENGLISH	wordnet_exact
doosari	UNCERTAIN_NEEDS_LLM	unresolved
doosrey	UNCERTAIN_NEEDS_LLM	unresolved
dop	UNCERTAIN_NEEDS_LLM	unresolved
dopahar	UNCERTAIN_NEEDS_LLM	unresolved
dopahari	UNCERTAIN_NEEDS_LLM	unresolved
dopher	UNCERTAIN_NEEDS_LLM	unresolved
dor	UNCERTAIN_NEEDS_LLM	unresolved
doraemon,	NON_LINGUISTIC	regex_prefilter
dore	UNCERTAIN_NEEDS_LLM	unresolved
dorkstar	UNCERTAIN_NEEDS_LLM	unresolved
dosh	UNCERTAIN_NEEDS_LLM	unresolved
doshon	UNCERTAIN_NEEDS_LLM	unresolved
dosre	UNCERTAIN_NEEDS_LLM	unresolved
dost,	NON_LINGUISTIC	regex_prefilter
dost-rishtedar	NON_LINGUISTIC	regex_prefilter
dosti'	NON_LINGUISTIC	regex_prefilter
dostiyaan	UNCERTAIN_NEEDS_LLM	unresolved
dosto..	NON_LINGUISTIC	regex_prefilter
doston,	NON_LINGUISTIC	regex_prefilter
doston...	NON_LINGUISTIC	regex_prefilter
dotmhen	UNCERTAIN_NEEDS_LLM	unresolved
dots	ENGLISH	wordnet_exact
dotted	ENGLISH	wordnet_exact
doubleemo	UNCERTAIN_NEEDS_LLM	unresolved
doublestandards	UNCERTAIN_NEEDS_LLM	unresolved
doubna	UNCERTAIN_NEEDS_LLM	unresolved
doughnut	ENGLISH	wordnet_exact
dour	ENGLISH	wordnet_exact
doval	UNCERTAIN_NEEDS_LLM	unresolved
dowaye	UNCERTAIN_NEEDS_LLM	unresolved
downtown	ENGLISH	wordnet_exact
dozen	ENGLISH	wordnet_exact
dp..	NON_LINGUISTIC	regex_prefilter
dpd111	NON_LINGUISTIC	regex_prefilter
dr.	NON_LINGUISTIC	regex_prefilter
dr:	NON_LINGUISTIC	regex_prefilter
dr_idiopathicus	NON_LINGUISTIC	regex_prefilter
dr_m_g	NON_LINGUISTIC	regex_prefilter
dr_maheshsharma	NON_LINGUISTIC	regex_prefilter
draa	UNCERTAIN_NEEDS_LLM	unresolved
draft	ENGLISH	wordnet_exact
drafts	ENGLISH	wordnet_exact
drainage	ENGLISH	wordnet_exact
drajayam_ajay	NON_LINGUISTIC	regex_prefilter
drajoykumar	UNCERTAIN_NEEDS_LLM	unresolved
drama_queenrj	NON_LINGUISTIC	regex_prefilter
dramaparty	UNCERTAIN_NEEDS_LLM	unresolved
dramebaaji	UNCERTAIN_NEEDS_LLM	unresolved
dramebaaz	UNCERTAIN_NEEDS_LLM	unresolved
dranitasam	UNCERTAIN_NEEDS_LLM	unresolved
dranujsingh1505	NON_LINGUISTIC	regex_prefilter
drawing	ENGLISH	wordnet_exact
drdheerajjain	UNCERTAIN_NEEDS_LLM	unresolved
drdhimantpurohi	UNCERTAIN_NEEDS_LLM	unresolved
dream,	NON_LINGUISTIC	regex_prefilter
dream:	NON_LINGUISTIC	regex_prefilter
dreamworkers	UNCERTAIN_NEEDS_LLM	unresolved
dressed	ENGLISH	wordnet_exact
dressing	ENGLISH	wordnet_exact
drewpeterson	UNCERTAIN_NEEDS_LLM	unresolved
drgarekar	UNCERTAIN_NEEDS_LLM	unresolved
drgpradhan	UNCERTAIN_NEEDS_LLM	unresolved
drill	ENGLISH	wordnet_exact
drinking	ENGLISH	wordnet_exact
drishy	UNCERTAIN_NEEDS_LLM	unresolved
driver:	NON_LINGUISTIC	regex_prefilter
drm	UNCERTAIN_NEEDS_LLM	unresolved
drogo"	NON_LINGUISTIC	regex_prefilter
drohiyo	UNCERTAIN_NEEDS_LLM	unresolved
drone	ENGLISH	wordnet_exact
droping	ENGLISH	wordnet_exact
drove	ENGLISH	wordnet_exact
drpratikjain	UNCERTAIN_NEEDS_LLM	unresolved
drshn	UNCERTAIN_NEEDS_LLM	unresolved
drshraddha16	NON_LINGUISTIC	regex_prefilter
drug	ENGLISH	wordnet_exact
drum	ENGLISH	wordnet_exact
drunkdialogue	UNCERTAIN_NEEDS_LLM	unresolved
dtee	UNCERTAIN_NEEDS_LLM	unresolved
dth	UNCERTAIN_NEEDS_LLM	unresolved
du,	NON_LINGUISTIC	regex_prefilter
du?	NON_LINGUISTIC	regex_prefilter
dua..	NON_LINGUISTIC	regex_prefilter
duaa,	NON_LINGUISTIC	regex_prefilter
duaa..	NON_LINGUISTIC	regex_prefilter
duaao	UNCERTAIN_NEEDS_LLM	unresolved
dual	ENGLISH	wordnet_exact
duarazashaikh	UNCERTAIN_NEEDS_LLM	unresolved
duba	UNCERTAIN_NEEDS_LLM	unresolved
dubakar	UNCERTAIN_NEEDS_LLM	unresolved
dubaoooo...	NON_LINGUISTIC	regex_prefilter
dubara	UNCERTAIN_NEEDS_LLM	unresolved
dubegi	UNCERTAIN_NEEDS_LLM	unresolved
dubegi.	NON_LINGUISTIC	regex_prefilter
dubey	UNCERTAIN_NEEDS_LLM	unresolved
dubey?	NON_LINGUISTIC	regex_prefilter
dubey_gaurav	NON_LINGUISTIC	regex_prefilter
dubla	UNCERTAIN_NEEDS_LLM	unresolved
duc	UNCERTAIN_NEEDS_LLM	unresolved
duckworth	UNCERTAIN_NEEDS_LLM	unresolved
dudda	UNCERTAIN_NEEDS_LLM	unresolved
dude7375	NON_LINGUISTIC	regex_prefilter
due	ENGLISH	wordnet_exact
duet	ENGLISH	wordnet_exact
dugc	UNCERTAIN_NEEDS_LLM	unresolved
duggal	UNCERTAIN_NEEDS_LLM	unresolved
duh	UNCERTAIN_NEEDS_LLM	unresolved
duites	UNCERTAIN_NEEDS_LLM	unresolved
duje	UNCERTAIN_NEEDS_LLM	unresolved
dukaan,	NON_LINGUISTIC	regex_prefilter
dukandar	UNCERTAIN_NEEDS_LLM	unresolved
dukandaro	UNCERTAIN_NEEDS_LLM	unresolved
dukhi_engineer	NON_LINGUISTIC	regex_prefilter
dukhti	UNCERTAIN_NEEDS_LLM	unresolved
dukhu	UNCERTAIN_NEEDS_LLM	unresolved
dulabh	UNCERTAIN_NEEDS_LLM	unresolved
dulhan..	NON_LINGUISTIC	regex_prefilter
dulhaniya.	NON_LINGUISTIC	regex_prefilter
dulhe	UNCERTAIN_NEEDS_LLM	unresolved
dull	ENGLISH	wordnet_exact
dumbbellsndrama	UNCERTAIN_NEEDS_LLM	unresolved
duminy	UNCERTAIN_NEEDS_LLM	unresolved
dumlagakehaisha	UNCERTAIN_NEEDS_LLM	unresolved
dummies	ENGLISH	wordnet_exact
dumps	ENGLISH	wordnet_exact
dun.	NON_LINGUISTIC	regex_prefilter
dundo	UNCERTAIN_NEEDS_LLM	unresolved
dunedin	UNCERTAIN_NEEDS_LLM	unresolved
dunga'	NON_LINGUISTIC	regex_prefilter
dunga,	NON_LINGUISTIC	regex_prefilter
dunge	UNCERTAIN_NEEDS_LLM	unresolved
dungi	UNCERTAIN_NEEDS_LLM	unresolved
dungi,	NON_LINGUISTIC	regex_prefilter
dunia-daari	NON_LINGUISTIC	regex_prefilter
duniaa	UNCERTAIN_NEEDS_LLM	unresolved
duniya.	NON_LINGUISTIC	regex_prefilter
duniyaa	UNCERTAIN_NEEDS_LLM	unresolved
duniyan	UNCERTAIN_NEEDS_LLM	unresolved
duo	ENGLISH	wordnet_exact
dur-asal	NON_LINGUISTIC	regex_prefilter
durast	UNCERTAIN_NEEDS_LLM	unresolved
durdarshan	UNCERTAIN_NEEDS_LLM	unresolved
durdasha	UNCERTAIN_NEEDS_LLM	unresolved
durghatana	UNCERTAIN_NEEDS_LLM	unresolved
durghatna	UNCERTAIN_NEEDS_LLM	unresolved
duria	UNCERTAIN_NEEDS_LLM	unresolved
durlabh	UNCERTAIN_NEEDS_LLM	unresolved
durpayog	UNCERTAIN_NEEDS_LLM	unresolved
durun	UNCERTAIN_NEEDS_LLM	unresolved
duryodhan	UNCERTAIN_NEEDS_LLM	unresolved
dushman.	NON_LINGUISTIC	regex_prefilter
dushmani	UNCERTAIN_NEEDS_LLM	unresolved
dusht	UNCERTAIN_NEEDS_LLM	unresolved
dusmni	UNCERTAIN_NEEDS_LLM	unresolved
dusraa	UNCERTAIN_NEEDS_LLM	unresolved
dussera	UNCERTAIN_NEEDS_LLM	unresolved
dussht	UNCERTAIN_NEEDS_LLM	unresolved
dustbin	ENGLISH	wordnet_exact
dusting	ENGLISH	wordnet_exact
dusuelections	UNCERTAIN_NEEDS_LLM	unresolved
dutt:	NON_LINGUISTIC	regex_prefilter
dutta	UNCERTAIN_NEEDS_LLM	unresolved
duubbb	UNCERTAIN_NEEDS_LLM	unresolved
duud	UNCERTAIN_NEEDS_LLM	unresolved
duum	UNCERTAIN_NEEDS_LLM	unresolved
duur	UNCERTAIN_NEEDS_LLM	unresolved
duval	UNCERTAIN_NEEDS_LLM	unresolved
duwa	UNCERTAIN_NEEDS_LLM	unresolved
duzn	UNCERTAIN_NEEDS_LLM	unresolved
du😴	NON_LINGUISTIC	regex_prefilter
dvds	ENGLISH	wordnet_exact
dwa	UNCERTAIN_NEEDS_LLM	unresolved
dwaarpalo,	NON_LINGUISTIC	regex_prefilter
dwai	UNCERTAIN_NEEDS_LLM	unresolved
dwaipayanm	UNCERTAIN_NEEDS_LLM	unresolved
dwayne	UNCERTAIN_NEEDS_LLM	unresolved
dwc	UNCERTAIN_NEEDS_LLM	unresolved
dwight	UNCERTAIN_NEEDS_LLM	unresolved
dy	ENGLISH	wordnet_exact
dya	UNCERTAIN_NEEDS_LLM	unresolved
dya,jo	NON_LINGUISTIC	regex_prefilter
dyave	UNCERTAIN_NEEDS_LLM	unresolved
dyga.	NON_LINGUISTIC	regex_prefilter
e-mails	NON_LINGUISTIC	regex_prefilter
e29ad41b95b341d	NON_LINGUISTIC	regex_prefilter
eagerlyyyyy	UNCERTAIN_NEEDS_LLM	unresolved
eagles	ENGLISH	wordnet_exact
eam	UNCERTAIN_NEEDS_LLM	unresolved
earlier:	NON_LINGUISTIC	regex_prefilter
earn	ENGLISH	wordnet_exact
earnt	UNCERTAIN_NEEDS_LLM	unresolved
earth's	NON_LINGUISTIC	regex_prefilter
earth2angel	NON_LINGUISTIC	regex_prefilter
ease	ENGLISH	wordnet_exact
easeofdoingbusiness	UNCERTAIN_NEEDS_LLM	unresolved
easter	ENGLISH	wordnet_exact
easy.	NON_LINGUISTIC	regex_prefilter
eaten	ENGLISH	wordnet_exact
eatstory	UNCERTAIN_NEEDS_LLM	unresolved
ebert	UNCERTAIN_NEEDS_LLM	unresolved
ec	ENGLISH	wordnet_exact
echoofindia	UNCERTAIN_NEEDS_LLM	unresolved
eci	UNCERTAIN_NEEDS_LLM	unresolved
eclipse	ENGLISH	wordnet_exact
eco	UNCERTAIN_NEEDS_LLM	unresolved
economic	ENGLISH	wordnet_exact
eddie	UNCERTAIN_NEEDS_LLM	unresolved
edge-	NON_LINGUISTIC	regex_prefilter
edged	ENGLISH	wordnet_exact
edited	ENGLISH	wordnet_exact
edition	ENGLISH	wordnet_exact
editor	ENGLISH	wordnet_exact
edshireen	UNCERTAIN_NEEDS_LLM	unresolved
educate	ENGLISH	wordnet_exact
educated	ENGLISH	wordnet_exact
educatn	ENGLISH	wordnet_fuzzy_edit1
eed	UNCERTAIN_NEEDS_LLM	unresolved
eee	UNCERTAIN_NEEDS_LLM	unresolved
eeessh...	NON_LINGUISTIC	regex_prefilter
eek	UNCERTAIN_NEEDS_LLM	unresolved
eeka	UNCERTAIN_NEEDS_LLM	unresolved
eeka,	NON_LINGUISTIC	regex_prefilter
eente	UNCERTAIN_NEEDS_LLM	unresolved
effat	UNCERTAIN_NEEDS_LLM	unresolved
effective	ENGLISH	wordnet_exact
efitrat	UNCERTAIN_NEEDS_LLM	unresolved
efsenarocks	UNCERTAIN_NEEDS_LLM	unresolved
ega	UNCERTAIN_NEEDS_LLM	unresolved
eggs	ENGLISH	wordnet_exact
egypt	ENGLISH	wordnet_exact
egyptair	UNCERTAIN_NEEDS_LLM	unresolved
egyptian	ENGLISH	wordnet_exact
ehe	UNCERTAIN_NEEDS_LLM	unresolved
ehna	UNCERTAIN_NEEDS_LLM	unresolved
ehsa	UNCERTAIN_NEEDS_LLM	unresolved
ehsaanfaramos	UNCERTAIN_NEEDS_LLM	unresolved
ehsaas	UNCERTAIN_NEEDS_LLM	unresolved
ehsas	UNCERTAIN_NEEDS_LLM	unresolved
ei	UNCERTAIN_NEEDS_LLM	unresolved
eid(eid	NON_LINGUISTIC	regex_prefilter
eidmubarak	UNCERTAIN_NEEDS_LLM	unresolved
eidmubarakh.	NON_LINGUISTIC	regex_prefilter
eiffel	ENGLISH	wordnet_exact
eight	ENGLISH	wordnet_exact
eighth_samurai	NON_LINGUISTIC	regex_prefilter
eik	UNCERTAIN_NEEDS_LLM	unresolved
einase	UNCERTAIN_NEEDS_LLM	unresolved
einstein	ENGLISH	wordnet_exact
eiske	UNCERTAIN_NEEDS_LLM	unresolved
ej	UNCERTAIN_NEEDS_LLM	unresolved
ek"	NON_LINGUISTIC	regex_prefilter
ek..	NON_LINGUISTIC	regex_prefilter
ekaad	UNCERTAIN_NEEDS_LLM	unresolved
ekbhaikeliye	UNCERTAIN_NEEDS_LLM	unresolved
ekdintogujarogujaratmein	UNCERTAIN_NEEDS_LLM	unresolved
ekdm	UNCERTAIN_NEEDS_LLM	unresolved
ekdoctor	UNCERTAIN_NEEDS_LLM	unresolved
ekdun	UNCERTAIN_NEEDS_LLM	unresolved
ekhi	UNCERTAIN_NEEDS_LLM	unresolved
eklauta	UNCERTAIN_NEEDS_LLM	unresolved
eknayileague	UNCERTAIN_NEEDS_LLM	unresolved
eksaal	UNCERTAIN_NEEDS_LLM	unresolved
ekta	UNCERTAIN_NEEDS_LLM	unresolved
ekta555	NON_LINGUISTIC	regex_prefilter
ekta_singh2k14	NON_LINGUISTIC	regex_prefilter
ekti	UNCERTAIN_NEEDS_LLM	unresolved
elaan	UNCERTAIN_NEEDS_LLM	unresolved
elaichi	UNCERTAIN_NEEDS_LLM	unresolved
elaqay	UNCERTAIN_NEEDS_LLM	unresolved
elders+lots	NON_LINGUISTIC	regex_prefilter
ele	UNCERTAIN_NEEDS_LLM	unresolved
elect	ENGLISH	wordnet_exact
elections*	NON_LINGUISTIC	regex_prefilter
electricity	ENGLISH	wordnet_exact
elevator	ENGLISH	wordnet_exact
elif	UNCERTAIN_NEEDS_LLM	unresolved
ellie	UNCERTAIN_NEEDS_LLM	unresolved
elmira	UNCERTAIN_NEEDS_LLM	unresolved
emaa	UNCERTAIN_NEEDS_LLM	unresolved
emaar	UNCERTAIN_NEEDS_LLM	unresolved
embarass	ENGLISH	wordnet_fuzzy_edit1
embarrass	ENGLISH	wordnet_exact
embarrassing	ENGLISH	wordnet_exact
embassy	ENGLISH	wordnet_exact
emergency.	NON_LINGUISTIC	regex_prefilter
eminem	UNCERTAIN_NEEDS_LLM	unresolved
emoji	UNCERTAIN_NEEDS_LLM	unresolved
emoticons	ENGLISH	wordnet_exact
emp-	NON_LINGUISTIC	regex_prefilter
employees	ENGLISH	wordnet_exact
employment	ENGLISH	wordnet_exact
emptional	ENGLISH	wordnet_fuzzy_edit1
emraanhashmi	UNCERTAIN_NEEDS_LLM	unresolved
emtion	UNCERTAIN_NEEDS_LLM	unresolved
emu	ENGLISH	wordnet_exact
encontrd	UNCERTAIN_NEEDS_LLM	unresolved
encounter	ENGLISH	wordnet_exact
end"	NON_LINGUISTIC	regex_prefilter
ending	ENGLISH	wordnet_exact
ending?	NON_LINGUISTIC	regex_prefilter
endless	ENGLISH	wordnet_exact
endsem	UNCERTAIN_NEEDS_LLM	unresolved
enemy.	NON_LINGUISTIC	regex_prefilter
energy!	NON_LINGUISTIC	regex_prefilter
engaged	ENGLISH	wordnet_exact
engg	UNCERTAIN_NEEDS_LLM	unresolved
england''s	NON_LINGUISTIC	regex_prefilter
english,	NON_LINGUISTIC	regex_prefilter
engvnz	UNCERTAIN_NEEDS_LLM	unresolved
engvpak	UNCERTAIN_NEEDS_LLM	unresolved
enhance	ENGLISH	wordnet_exact
enjiyed	UNCERTAIN_NEEDS_LLM	unresolved
enpar	UNCERTAIN_NEEDS_LLM	unresolved
enrile	UNCERTAIN_NEEDS_LLM	unresolved
enry	UNCERTAIN_NEEDS_LLM	unresolved
ensemble/faculty	NON_LINGUISTIC	regex_prefilter
enter	ENGLISH	wordnet_exact
entered	ENGLISH	wordnet_exact
enthusiasm	ENGLISH	wordnet_exact
entirety	ENGLISH	wordnet_exact
entitled	ENGLISH	wordnet_exact
entrace	ENGLISH	wordnet_fuzzy_edit1
entrance	ENGLISH	wordnet_exact
envious	ENGLISH	wordnet_exact
environment	ENGLISH	wordnet_exact
environment/	NON_LINGUISTIC	regex_prefilter
environmentalist	ENGLISH	wordnet_exact
eodb	UNCERTAIN_NEEDS_LLM	unresolved
epidemic​	NON_LINGUISTIC	regex_prefilter
epl	UNCERTAIN_NEEDS_LLM	unresolved
eqrab	UNCERTAIN_NEEDS_LLM	unresolved
equal	ENGLISH	wordnet_exact
equality	ENGLISH	wordnet_exact
equation	ENGLISH	wordnet_exact
equipment	ENGLISH	wordnet_exact
equivalent	ENGLISH	wordnet_exact
er	ENGLISH	wordnet_exact
ernayansingh	UNCERTAIN_NEEDS_LLM	unresolved
err	ENGLISH	wordnet_exact
err:508	NON_LINGUISTIC	regex_prefilter
error	ENGLISH	wordnet_exact
error!	NON_LINGUISTIC	regex_prefilter
errr.	NON_LINGUISTIC	regex_prefilter
escalator	ENGLISH	wordnet_exact
escape	ENGLISH	wordnet_exact
escobarsongs	UNCERTAIN_NEEDS_LLM	unresolved
esha	UNCERTAIN_NEEDS_LLM	unresolved
esha_deol	NON_LINGUISTIC	regex_prefilter
esko	UNCERTAIN_NEEDS_LLM	unresolved
esp	ENGLISH	wordnet_exact
espiritz_	NON_LINGUISTIC	regex_prefilter
espn-	NON_LINGUISTIC	regex_prefilter
espn2	NON_LINGUISTIC	regex_prefilter
espncricinfo	UNCERTAIN_NEEDS_LLM	unresolved
esse	UNCERTAIN_NEEDS_LLM	unresolved
essentials	ENGLISH	wordnet_exact
establish	ENGLISH	wordnet_exact
establishes	ENGLISH	wordnet_exact
et	UNCERTAIN_NEEDS_LLM	unresolved
ethasik	UNCERTAIN_NEEDS_LLM	unresolved
ether	ENGLISH	wordnet_exact
ethoda	UNCERTAIN_NEEDS_LLM	unresolved
etla	UNCERTAIN_NEEDS_LLM	unresolved
etne	UNCERTAIN_NEEDS_LLM	unresolved
etribune	UNCERTAIN_NEEDS_LLM	unresolved
euro	ENGLISH	wordnet_exact
europe	ENGLISH	wordnet_exact
european	ENGLISH	wordnet_exact
euros	ENGLISH	wordnet_exact
ev	ENGLISH	wordnet_exact
eva	UNCERTAIN_NEEDS_LLM	unresolved
evaluate	ENGLISH	wordnet_exact
evangelic_sanzu	NON_LINGUISTIC	regex_prefilter
evdha	UNCERTAIN_NEEDS_LLM	unresolved
eve,,,,,eidmubarak	NON_LINGUISTIC	regex_prefilter
events	ENGLISH	wordnet_exact
evergreen!	NON_LINGUISTIC	regex_prefilter
everlasting	ENGLISH	wordnet_exact
everyone's	NON_LINGUISTIC	regex_prefilter
everyone:	NON_LINGUISTIC	regex_prefilter
eveyone	UNCERTAIN_NEEDS_LLM	unresolved
evmbandi	UNCERTAIN_NEEDS_LLM	unresolved
evr	UNCERTAIN_NEEDS_LLM	unresolved
evra's	NON_LINGUISTIC	regex_prefilter
evry	UNCERTAIN_NEEDS_LLM	unresolved
evry1	NON_LINGUISTIC	regex_prefilter
evrythin	UNCERTAIN_NEEDS_LLM	unresolved
ex	ENGLISH	wordnet_exact
ex-leader	NON_LINGUISTIC	regex_prefilter
ex-leader's	NON_LINGUISTIC	regex_prefilter
examination	ENGLISH	wordnet_exact
examples	ENGLISH	wordnet_exact
exasperating_	NON_LINGUISTIC	regex_prefilter
except	ENGLISH	wordnet_exact
exceptions	ENGLISH	wordnet_exact
excitingtimes	UNCERTAIN_NEEDS_LLM	unresolved
exemplary	ENGLISH	wordnet_exact
exhibition	ENGLISH	wordnet_exact
exist	ENGLISH	wordnet_exact
existence	ENGLISH	wordnet_exact
exited...	NON_LINGUISTIC	regex_prefilter
expansive	ENGLISH	wordnet_exact
expectations	ENGLISH	wordnet_exact
expectations:	NON_LINGUISTIC	regex_prefilter
expected	ENGLISH	wordnet_exact
expert	ENGLISH	wordnet_exact
explained	ENGLISH	wordnet_exact
explains	ENGLISH	wordnet_exact
exploding	ENGLISH	wordnet_exact
expo:	NON_LINGUISTIC	regex_prefilter
exposes	ENGLISH	wordnet_exact
exroomie	UNCERTAIN_NEEDS_LLM	unresolved
extends	ENGLISH	wordnet_exact
extension	ENGLISH	wordnet_exact
eye's	NON_LINGUISTIC	regex_prefilter
eye_nakshiran	NON_LINGUISTIC	regex_prefilter
eyes*	NON_LINGUISTIC	regex_prefilter
eys	UNCERTAIN_NEEDS_LLM	unresolved
f'ball	NON_LINGUISTIC	regex_prefilter
f**k!!!	NON_LINGUISTIC	regex_prefilter
f5	NON_LINGUISTIC	regex_prefilter
f9	NON_LINGUISTIC	regex_prefilter
faadu	UNCERTAIN_NEEDS_LLM	unresolved
faal	UNCERTAIN_NEEDS_LLM	unresolved
faansi	UNCERTAIN_NEEDS_LLM	unresolved
faasi	UNCERTAIN_NEEDS_LLM	unresolved
faasos	UNCERTAIN_NEEDS_LLM	unresolved
faayde	UNCERTAIN_NEEDS_LLM	unresolved
faayeda	UNCERTAIN_NEEDS_LLM	unresolved
fabio	UNCERTAIN_NEEDS_LLM	unresolved
facelift	ENGLISH	wordnet_exact
faces	ENGLISH	wordnet_exact
fact,	NON_LINGUISTIC	regex_prefilter
factory	ENGLISH	wordnet_exact
fadaa	UNCERTAIN_NEEDS_LLM	unresolved
fadde	UNCERTAIN_NEEDS_LLM	unresolved
faddu	UNCERTAIN_NEEDS_LLM	unresolved
fadoo	UNCERTAIN_NEEDS_LLM	unresolved
fafda	UNCERTAIN_NEEDS_LLM	unresolved
fafoond	UNCERTAIN_NEEDS_LLM	unresolved
fageeru	UNCERTAIN_NEEDS_LLM	unresolved
fahad	UNCERTAIN_NEEDS_LLM	unresolved
fail.	NON_LINGUISTIC	regex_prefilter
failaa	UNCERTAIN_NEEDS_LLM	unresolved
failana	UNCERTAIN_NEEDS_LLM	unresolved
failao.	NON_LINGUISTIC	regex_prefilter
failaoge..	NON_LINGUISTIC	regex_prefilter
failate	UNCERTAIN_NEEDS_LLM	unresolved
failed	ENGLISH	wordnet_exact
failegi	UNCERTAIN_NEEDS_LLM	unresolved
failure!	NON_LINGUISTIC	regex_prefilter
failuregoverment	UNCERTAIN_NEEDS_LLM	unresolved
fairly	ENGLISH	wordnet_exact
fairy	ENGLISH	wordnet_exact
faisala	UNCERTAIN_NEEDS_LLM	unresolved
faisals97069761	NON_LINGUISTIC	regex_prefilter
faisla..	NON_LINGUISTIC	regex_prefilter
faission	UNCERTAIN_NEEDS_LLM	unresolved
faizabad	UNCERTAIN_NEEDS_LLM	unresolved
faizan_mubarak	NON_LINGUISTIC	regex_prefilter
faizansrkkhan	UNCERTAIN_NEEDS_LLM	unresolved
fakies	UNCERTAIN_NEEDS_LLM	unresolved
fakrhai	UNCERTAIN_NEEDS_LLM	unresolved
fakri	UNCERTAIN_NEEDS_LLM	unresolved
fal	UNCERTAIN_NEEDS_LLM	unresolved
falcao	UNCERTAIN_NEEDS_LLM	unresolved
falcons	ENGLISH	wordnet_exact
falgunshah2	NON_LINGUISTIC	regex_prefilter
fallball	UNCERTAIN_NEEDS_LLM	unresolved
faller18	NON_LINGUISTIC	regex_prefilter
falling	ENGLISH	wordnet_exact
falooda	UNCERTAIN_NEEDS_LLM	unresolved
families	ENGLISH	wordnet_exact
family.	NON_LINGUISTIC	regex_prefilter
famly	UNCERTAIN_NEEDS_LLM	unresolved
fan,	NON_LINGUISTIC	regex_prefilter
fan...	NON_LINGUISTIC	regex_prefilter
fan..........kya	NON_LINGUISTIC	regex_prefilter
fan...swagat	NON_LINGUISTIC	regex_prefilter
fan:	NON_LINGUISTIC	regex_prefilter
fancy	ENGLISH	wordnet_exact
fande	UNCERTAIN_NEEDS_LLM	unresolved
fansidharth	UNCERTAIN_NEEDS_LLM	unresolved
fansstillenjoyingmsg2	NON_LINGUISTIC	regex_prefilter
fanste	UNCERTAIN_NEEDS_LLM	unresolved
fantasy.	NON_LINGUISTIC	regex_prefilter
faqeer	UNCERTAIN_NEEDS_LLM	unresolved
faqra	UNCERTAIN_NEEDS_LLM	unresolved
faqs	ENGLISH	wordnet_exact
far,	NON_LINGUISTIC	regex_prefilter
far.	NON_LINGUISTIC	regex_prefilter
farahshafi1234	NON_LINGUISTIC	regex_prefilter
farali	UNCERTAIN_NEEDS_LLM	unresolved
